study_id,study_title,study_description,accession_reference,study_type,inclusion_exclusion_criteria,grants,collected_by,lab_name,lab_address,study_contact,submitted_by,pub_ids,keywords_study,subject_id,synthetic,species,sex,age_min,age_max,age_unit,age_event,ancestry_population,ethnicity,race,strain_name,linked_subjects,link_type,study_group_description,disease_diagnosis,disease_length,disease_stage,prior_therapies,immunogen,intervention,medical_history,sample_id,sample_type,tissue,anatomic_site,disease_state_sample,collection_time_point_relative,collection_time_point_relative_unit,collection_time_point_reference,biomaterial_provider,tissue_processing,cell_subset,cell_phenotype,cell_species,single_cell,cell_number,cells_per_reaction,cell_storage,cell_quality,cell_isolation,cell_processing_protocol,template_class,template_quality,template_amount,template_amount_unit,library_generation_method,library_generation_protocol,library_generation_kit_version,complete_sequences,physical_linkage,pcr_target_locus,forward_pcr_primer_target_location,reverse_pcr_primer_target_location,sequencing_run_id,total_reads_passing_qc_filter,sequencing_platform,sequencing_facility,sequencing_run_date,sequencing_kit,sequencing_data_id,primary_annotation,file_type,filename,read_direction,read_length,paired_filename,paired_read_direction,paired_read_length,software_versions,paired_reads_assembly,quality_thresholds,primer_match_cutoffs,collapsing_method,data_processing_protocols,germline_database,data_processing_files,analysis_provenance_id,reference_assembly
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RBr15,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RBr15,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RBw15,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RBw15,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RCs15,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RCs15,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RDq15,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RDq15,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RDr15,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RDr15,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RGr15,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RGr15,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RHe16,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RHe16,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RIr15,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RIr15,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RLk15,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RLk15,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RLs14,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RLs14,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,ROv16,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,ROv16,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RPe16,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RPe16,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RQw15,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RQw15,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RSf16,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RSf16,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RUg16,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RUg16,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RUp16,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RUp16,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RYk15,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RYk15,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RYs15,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Male,,,,,Indian,,,,,,,,,,,,,,RYs15,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RCj20,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Male,,,,,Indian,,,,,,,,,,,,,,RCj20,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RQh20,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Male,,,,,Indian,,,,,,,,,,,,,,RQh20,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RQr20,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Male,,,,,Indian,,,,,,,,,,,,,,RQr20,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RSo20,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Male,,,,,Indian,,,,,,,,,,,,,,RSo20,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RTo20,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Male,,,,,Indian,,,,,,,,,,,,,,RTo20,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RUL20,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Male,,,,,Indian,,,,,,,,,,,,,,RUL20,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RHu20,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RHu20,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RRt20,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RRt20,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,15C172,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Male,,,,,Indian,,,,,,,,,,,,,,15C172,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,6S0,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Male,,,,,Indian,,,,,,,,,,,,,,6S0,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,MA277,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Male,,,,,Indian,,,,,,,,,,,,,,MA277,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RFj17,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Male,,,,,Indian,,,,,,,,,,,,,,RFj17,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RGi17,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Male,,,,,Indian,,,,,,,,,,,,,,RGi17,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
